530	メコノプシス(新人)の技花	236903	5	700	1	100			0	
531	メコノプシス(新人)の装花	236904	1	700	1	0			0	
532	インパチェンスの技花	220011	5	703	1	100			0	
533	インパチェンスの装花	220012	1	703	1	0			0	
534	イセビの技花	230021	5	665	1	100			0	
535	イセビの装花	230022	1	665	1	0			0	
536	シィル・プラインの技花	230027	5	710	1	100			0	
537	シィル・プラインの装花	230028	1	710	1	0			0	
538	ハナショウブ(ジューンブライド)の技花	240403	5	713	1	100			0	
539	ハナショウブ(ジューンブライド)の装花	240404	1	713	1	0			0	
540	フキの技花	210823	5	716	1	100			0	
541	フキの装花	210824	1	716	1	0			0	
542	エキザカムの技花	224503	5	719	1	100			0	
543	エキザカムの装花	224504	1	719	1	0			0	
544	ロケアの技花	228103	5	722	1	100			0	
545	ロケアの装花	228104	1	722	1	0			0	
546	ヘリオプシスの技花	220835	5	725	1	100			0	
547	ヘリオプシスの装花	220836	1	725	1	0			0	
548	ハマギクの技花	260815	5	728	1	100			0	
549	ハマギクの装花	260816	1	728	1	0			0	
550	チオノドクサの技花	266705	5	731	1	100			0	
551	チオノドクサの装花	266706	1	731	1	0			0	
552	シイタケの技花	240017	5	734	1	100			0	
553	シイタケの装花	240018	1	734	1	0			0	
554	スノーベリーの技花	210003	5	737	1	100			0	
555	スノーベリーの装花	210004	1	737	1	0			0	
556	プルモナリアの技花	212701	5	740	1	100			0	
557	プルモナリアの装花	212702	1	740	1	0			0	
558	ミゾソバの技花	261603	5	744	1	100			0	
559	ミゾソバの装花	261604	1	744	1	0			0	
560	ヘムロックの技花	269611	5	747	1	100			0	
561	ヘムロックの装花	269612	1	747	1	0			0	
562	ミツマタの技花	230025	5	751	1	100			0	
563	ミツマタの装花	230026	1	751	1	0			0	
564	カガミ(クリスマス)の技花	267303	5	754	1	100			0	
565	カガミ(クリスマス)の装花	267304	1	754	1	0			0	
566	セリ(新春)の技花	229603	5	761	1	100			0	
567	セリ(新春)の装花	229604	1	761	1	0			0	
568	ミズキの技花	253205	5	765	1	100			0	
569	ミズキの装花	253206	1	765	1	0			0	
570	サントリナの技花	250825	5	768	1	100			0	
571	サントリナの装花	250826	1	768	1	0			0	
572	バウエラの技花	247601	5	771	1	100			0	
573	バウエラの装花	247602	1	771	1	0			0	
574	ヘンルーダの技花	223003	5	774	1	100			0	
575	ヘンルーダの装花	223004	1	774	1	0			0	
576	ブルーレースフラワーの技花	259605	5	777	1	100			0	
577	ブルーレースフラワーの装花	259606	1	777	1	0			0	
578	ゴールドバニーの技花	231941	5	782	1	100			0	
579	ゴールドバニーの装花	231942	1	782	1	0			0	
580	チェッカーベリーの技花	214205	5	785	1	100			0	
581	チェッカーベリーの装花	214206	1	785	1	0			0	
582	ディルの技花	259603	5	789	1	100			0	
583	ディルの装花	259604	1	789	1	0			0	
584	ソリダゴの技花	260813	5	792	1	100			0	
585	ソリダゴの装花	260814	1	792	1	0			0	
586	モスローズの技花	221905	5	795	1	100			0	
587	モスローズの装花	221906	1	795	1	0			0	
588	美桜の技花	230035	5	800	1	100			0	
589	美桜の装花	230036	1	800	1	0			0	
590	アーモンドの技花	231943	5	803	1	100			0	
591	アーモンドの装花	231944	1	803	1	0			0	
592	ナルコユリの技花	232703	5	806	1	100			0	
593	ナルコユリの装花	232704	1	806	1	0			0	
594	ミズタマソウの技花	264303	5	809	1	100			0	
595	ミズタマソウの装花	264304	1	809	1	0			0	
596	ミソハギの技花	268303	5	814	1	100			0	
597	ミソハギの装花	268304	1	814	1	0			0	
